Year,Month,Day,Hour,Minute,Second,Longitude,Latitude,Code,Depth,Code,Mb,code,Ms1,Code,Ms2,Code,Mw,Code,MD,Code,ML,Code,Mweq,Code
1938,7,22,7,48,11.8,-107.55,19,34,20,89,0,0,0,0,0,0,6.6,91,0,0,0,0,6.6,164
1938,9,17,17,20,0,-108.75,33.25,0,1,0,0,0,5.5,132,0,0,0,0,0,0,0,0,5.6,165
1938,11,2,5,42,0,-94,17,0,130,0,0,0,5.5,132,0,0,0,0,0,0,0,0,5.6,165
1939,1,22,4,59,12.2,-116.166,31.402,0,6,0,0,0,0,0,0,0,0,0,0,0,4.3,155,4.2,168
1939,1,27,14,11,53.3,-89.536,13.068,0,35,0,0,0,0,0,0,0,5.8,159,0,0,0,0,5.8,164
1939,5,1,23,53,0,-117.5,31.75,0,1,0,0,0,5.2,132,0,0,0,0,0,0,0,0,5.4,165
1939,5,1,23,57,57.9,-116.508,32.225,0,6,0,0,0,0,0,0,0,0,0,0,0,4.5,155,4.5,168
1939,5,2,13,14,47,-113.667,29.583,34,10,89,0,0,6.7,89,0,0,7.2,91,0,0,0,0,7.2,164
1939,5,23,2,49,0,-101,18,0,90,0,0,0,5.5,132,0,0,0,0,0,0,0,0,5.6,165
1939,6,23,20,47,56.3,-116.842,31.944,0,6,0,0,0,0,0,0,0,0,0,0,0,4.2,155,4.1,168
1939,9,21,21,27,0,-114,31,0,1,0,0,0,5.7,132,0,0,0,0,0,0,0,0,5.8,165
1939,9,28,14,58,0,-91.5,15.5,0,110,0,0,0,6.2,132,0,0,0,0,0,0,0,0,6.2,165
1939,11,6,16,15,20.3,-116.284,30.597,0,6,0,0,0,0,0,0,0,0,0,0,0,4.2,155,4.1,168
1939,12,5,8,30,28,-92.6,15.333,34,45,89,0,0,6.7,89,0,0,6.8,91,0,0,0,0,6.8,164
1939,12,26,11,55,11,-88.25,13.25,0,75,0,0,0,6,129,0,0,0,0,0,0,0,0,6,165
1940,5,19,4,36,41,-115.5,32.7,12,6,47,0,0,7.1,12,0,0,6.9,43,0,0,0,0,6.9,164
1940,6,3,18,5,0,-110.25,25.25,0,1,0,0,0,6.2,132,0,0,0,0,0,0,0,0,6.2,165
1940,6,3,18,5,27,-109.492,25.378,0,15,0,0,0,0,0,0,0,6.3,159,0,0,0,0,6.3,164
1940,6,4,10,35,9.9,-116.315,32.966,0,6,0,0,0,0,0,0,0,0,0,0,0,5,155,5,168
1940,7,27,13,32,30,-93.083,13.917,35,90,89,0,0,6.7,89,0,0,6.5,43,0,0,0,0,6.5,164
1940,10,12,3,45,40.8,-117.646,31.415,0,6,0,0,0,0,0,0,0,0,0,0,0,4.2,155,4.1,168
1940,12,7,22,17,0,-114.853,31.069,0,6,0,0,0,0,0,0,0,0,0,0,0,6.1,155,6.1,168
1940,12,18,22,10,51.5,-116.091,30.664,0,6,0,0,0,0,0,0,0,0,0,0,0,4.1,155,4,168
1941,2,11,14,35,31,-94.4,15.2,20; 21,15,90,0,0,7,20; 21,0,0,6.6,43,0,0,0,0,6.6,164
1941,2,23,11,32,0,-100,18,0,120,0,0,0,5.7,132,0,0,0,0,0,0,0,0,5.8,165
1941,3,15,5,46,25.4,-113.443,28.371,0,15,0,0,0,0,0,0,0,6,159,0,0,0,0,6,164
1941,4,9,17,8,0,-114,30.5,0,1,0,0,0,5.2,132,0,0,0,0,0,0,0,0,5.4,165
1941,4,15,19,9,51,-102.94,18.85,2; 7; 15; 13,1,7; 15,0,0,7.9,7; 4,7.7,12; 16; 13,7.6,43,0,0,0,0,7.6,164
1941,6,27,17,11,0,-92.25,17.75,0,220,0,0,0,6.2,132,0,0,0,0,0,0,0,0,6.2,165
1941,7,16,3,13,31.8,-108.891,24.573,0,15,0,0,0,0,0,0,0,6,159,0,0,0,0,6,164
1941,7,23,21,4,0,-94,15,0,1,0,0,0,6,132,0,0,0,0,0,0,0,0,6,165
1941,7,23,21,4,50.6,-93.366,14.553,0,35,0,0,0,0,0,0,0,5.9,159,0,0,0,0,5.9,164
1941,8,4,0,25,0,-109.25,20.5,0,1,0,0,0,5.6,132,0,0,0,0,0,0,0,0,5.7,165
1941,11,16,9,39,46,-88.5,13.25,0,80,0,0,0,5.8,129,0,0,0,0,0,0,0,0,5.8,165
1942,2,27,8,22,0,-87,18,0,60,0,0,0,5.6,132,0,0,0,0,0,0,0,0,5.7,165
1942,6,20,10,2,7,-101.716,18.917,36,100,89,0,0,6.7,102,0,0,0,0,0,0,0,0,6.9,165
1942,8,6,23,36,54.2,-91.3,14.8,10,50,47,0,0,7.9,10; 102,0,0,7.7,43,0,0,0,0,7.7,164
1942,10,21,16,22,13.5,-116,33,36,15,89,0,0,0,0,0,0,6.5,91,0,0,0,0,6.5,164
1942,10,28,10,44,0,-96.5,15.25,0,33,0,0,0,6.2,132,0,0,0,0,0,0,0,0,6.2,165
1942,11,12,4,55,34,-94.433,16.467,36,90,89,0,0,6.7,102,0,0,6.1,163,0,0,0,0,6.1,164
1942,11,25,1,18,2.7,-97.981,16.244,0,25,0,0,0,0,0,0,0,6.1,159,0,0,0,0,6.1,164
1943,2,22,9,20,44.6,-101.15,17.62,2; 7; 15; 13,16,13,0,0,7.7,7; 4,7.5,12; 16; 13,7.4,43,0,0,0,0,7.4,164
1943,3,17,0,40,42.9,-115.27,32.428,0,6,0,0,0,0,0,0,0,0,0,0,0,4.6,155,4.6,168
1943,5,3,10,17,0,-95,18,0,150,0,0,0,5.7,132,0,0,0,0,0,0,0,0,5.8,165
1943,5,26,10,31,0,-106.5,15.5,36,1,0,0,0,6.5,102,0,0,0,0,0,0,0,0,6.7,165
1943,6,15,18,21,42,-93,14.6,20; 21,1,0,0,0,7,20; 21,0,0,0,0,0,0,0,0,7.2,165
1943,8,31,16,10,56,-92.033,15.217,36,80,89,0,0,6.7,89,0,0,0,0,0,0,0,0,6.9,165
1943,9,23,15,0,44,-92.183,15.5,36,110,89,0,0,6.7,102,0,0,0,0,0,0,0,0,6.9,165
1943,10,28,5,58,50.1,-115.381,31.176,0,6,0,0,0,0,0,0,0,0,0,0,0,4.1,155,4,168
1943,12,8,19,38,55.3,-94.341,14.91,0,15,0,0,0,0,0,0,0,6.2,159,0,0,0,0,6.2,164
1944,1,10,20,9,52,-101,17,7,1,7,0,0,6.5,7,6.8,105,6.6,43,0,0,0,0,6.6,164
1944,6,16,21,51,34.4,-105.084,18.661,0,15,0,0,0,0,0,0,0,6.3,159,0,0,0,0,6.3,164
1944,6,28,7,58,54,-92.6,14.3,10; 33,25,47,0,0,7.2,10,0,0,7,91,0,0,0,0,7,164
1944,10,2,17,22,0,-89.75,14.5,0,160,0,0,0,6.5,129,0,0,0,0,0,0,0,0,6.5,165
1945,3,1,11,19,59.3,-116.134,32.028,0,6,0,0,0,0,0,0,0,0,0,0,0,4.3,155,4.2,168
1945,3,31,18,50,0,-114,31,0,1,0,0,0,5,132,0,0,0,0,0,0,0,0,5.3,165
1945,4,5,8,35,0,-115,32,0,1,0,0,0,3.8,132,0,0,0,0,0,0,0,0,4.8,165
1945,4,15,19,50,47.4,-107.294,21.995,0,35,0,0,0,0,0,0,0,6,159,0,0,0,0,6,164
1945,4,21,17,14,0,-100.55,18.55,37,100,37,0,0,6.5,102,0,0,0,0,0,0,0,0,6.7,165
1945,5,11,23,32,56.3,-115.897,30.884,0,6,0,0,0,0,0,0,0,0,0,0,0,5.2,155,5.1,168
1945,6,27,13,8,20,-111,27,12,10,47,0,0,6.8,12,0,0,6.9,91,0,0,0,0,6.9,164
1945,6,30,5,31,18,-116,17,37,80,37,0,0,6.7,102,0,0,6.4,163,0,0,0,0,6.4,164
1945,8,10,11,20,20.2,-88.687,15.361,0,25,0,0,0,0,0,0,0,6,159,0,0,0,0,6,164
1945,8,14,2,20,7.2,-116.844,30.775,0,6,0,0,0,0,0,0,0,0,0,0,0,4.3,155,4.2,168
1945,9,7,14,45,20.8,-115.299,31.357,0,6,0,0,0,0,0,0,0,0,0,0,0,4.2,155,4.2,168
1945,10,11,16,53,2.2,-97.65,18.32,27; 28,95,27; 28,0,0,6.5,27; 28,0,0,0,0,0,0,0,0,6.7,165
1945,10,27,11,24,41,-93.383,14.15,37,100,37,0,0,6.7,102,0,0,0,0,0,0,0,0,6.9,165
1946,1,16,11,7,0.3,-115.936,32.831,0,6,0,0,0,0,0,0,0,0,0,0,0,4,155,4,168
1946,2,22,17,24,0,-92.5,16.25,0,170,0,0,0,6,132,0,0,0,0,0,0,0,0,6,165
1946,4,8,19,45,18.9,-116.247,31.353,0,6,0,0,0,0,0,0,0,0,0,0,0,4,155,4,168
1946,5,9,23,34,30.9,-108.125,22.56,0,35,0,0,0,0,0,0,0,6.3,159,0,0,0,0,6.3,164
1946,5,15,22,10,34,-96.7,15.5,20; 21,1,0,0,0,7,20; 21 ,0,0,0,0,0,0,0,0,7.2,165
1946,5,15,22,10,39.8,-96.572,15.558,0,15,0,0,0,0,0,0,0,6.3,159,0,0,0,0,6.3,164
1946,6,7,4,13,20,-95.033,16.85,38,70,38,0,0,6.9,89; 102,0,0,0,0,0,0,0,0,7.1,165
1946,6,15,19,46,51.2,-116.259,32.207,0,31.8,0,0,0,0,0,0,0,0,0,0,0,4.8,155,4.7,168
1946,6,24,15,48,0,-89,14.75,0,260,0,0,0,6,132,0,0,0,0,0,0,0,0,6,165
1946,6,30,4,59,0,-95,18.5,0,180,0,0,0,5.5,132,0,0,0,0,0,0,0,0,5.6,165
1946,7,11,4,46,42,-94.617,17.235,11,70,11,0,0,0,0,0,0,7.1,11,0,0,0,0,7.1,164
1947,2,16,2,15,0,-97,17,0,80,0,0,0,5.7,132,0,0,0,0,0,0,0,0,5.8,165
1947,4,2,15,15,36.6,-115.101,32.56,0,6,0,0,0,0,0,0,0,0,0,0,0,4.3,155,4.2,168
1947,4,6,8,10,55.7,-115,31.5,0,6,0,0,0,0,0,0,0,0,0,0,0,4.9,155,4.9,168
1947,6,5,22,58,22.2,-90.111,13.9,0,75,0,0,0,0,0,0,0,5.7,159,0,0,0,0,5.7,164
1947,6,21,8,9,30.2,-116.127,30.959,0,6,0,0,0,0,0,0,0,0,0,0,0,4.8,155,4.7,168
1947,10,3,23,32,10,-100.7,18.8,20; 21,1,0,0,0,7,20; 21,0,0,0,0,0,0,0,0,7.2,165
1947,11,21,3,54,14.3,-107.471,18.495,0,15,0,0,0,0,0,0,0,6.3,159,0,0,0,0,6.3,164
1947,11,21,4,17,46.4,-107.439,19.469,0,15,0,0,0,0,0,0,0,6.1,159,0,0,0,0,6.1,164
1948,1,6,17,23,36,-98,17,2,80,2,0,0,6.9,12,0,0,6.4,163,0,0,0,0,6.4,164
1948,1,6,17,25,58,-98,17,2,80,2,0,0,7,16,0,0,0,0,0,0,0,0,7.2,165
1948,5,2,0,26,7,-115.015,31.813,0,6,0,0,0,0,0,0,0,0,0,0,0,4.1,155,4,168
1948,6,4,7,26,59.1,-115.218,30.786,0,6,0,0,0,0,0,0,0,0,0,0,0,4.6,155,4.5,168
1948,7,16,7,12,24.9,-91.24,14.31,0,41.4,0,0,0,0,0,0,0,6.3,159,0,0,0,0,6.3,164
1948,8,11,10,36,19,-97.1,17.75,39,100,0,0,0,6.7,102,6.5,89,0,0,0,0,0,0,6.9,165
1948,9,1,19,53,22.7,-109.267,24.934,0,35,0,0,0,0,0,0,0,6,159,0,0,0,0,6,164
1948,12,4,0,22,48,-106.5,22,39,1,0,0,0,6.9,89; 102,0,0,6.7,43,0,0,0,0,6.7,164
1949,2,14,18,7,27.9,-105.719,17.088,0,15,0,0,0,0,0,0,0,6.1,159,0,0,0,0,6.1,164
1949,6,26,1,35,0,-113.9,32.1,0,1,0,0,0,4.3,132,0,0,0,0,0,0,0,0,5,165
1949,11,4,20,42,0,-116.5,32.2,0,1,0,0,0,5.7,132,0,0,0,0,0,0,0,0,5.8,165
1949,11,20,7,9,53.6,-112.31,28.474,40,10,0,0,0,0,0,0,0,6.8,91,0,0,0,0,6.8,164
1949,12,22,9,30,47,-93,15.9,20; 21,32,20; 21,0,0,7,20; 21,0,0,0,0,0,0,0,0,7.2,165
1949,12,25,22,40,40.1,-104.583,18.738,0,15,0,0,0,0,0,0,0,6.4,159,0,0,0,0,6.4,164
1950,2,2,10,37,26.7,-114.5,30.5,0,1,0,0,0,0,0,0,0,0,0,0,0,4.1,155,4.1,168
1950,4,15,14,51,26.8,-91.307,13.618,0,35,0,0,0,0,0,0,0,6,159,0,0,0,0,6,164
1950,9,27,3,37,1,-109.076,19.844,0,25,0,0,0,5.7,131,0,0,0,0,0,0,0,0,5.8,165
1950,9,29,6,32,20,-107,19,12,60,47,0,0,6.6,12,0,0,6.6,43,0,0,0,0,6.6,164
1950,10,21,9,42,58,-106.583,17.983,40,1,0,0,0,6.6,89,0,0,6.2,163,0,0,0,0,6.2,164
1950,10,23,16,13,17.3,-91.82,14.34,10; 33; 20,1,0,0,0,7.1,16,7.3,10,7.2,91,0,0,0,0,7.2,164
1950,10,31,20,22,32.4,-108.277,23.158,0,15,0,0,0,0,0,0,0,5.9,159,0,0,0,0,5.9,164
1950,11,6,20,55,45.3,-117.946,32.623,0,6,0,0,0,0,0,0,0,0,0,0,0,4.3,155,4.3,168
1950,11,10,2,14,12,-109.133,19.02,0,25,0,0,0,6,131,0,0,0,0,0,0,0,0,6,165
1950,11,11,9,28,27.9,-109.821,19.156,0,25,0,0,0,0,0,0,0,5.8,159,0,0,0,0,5.8,164
1950,11,17,19,28,16,-100.7,16.8,7,1,7,0,0,6.3,7,7,20; 21,6.1,163,0,0,0,0,6.1,164
1950,12,7,5,4,50.2,-114.758,32.081,0,6,0,0,0,0,0,0,0,0,0,0,0,4.1,155,4,168
1950,12,14,14,15,51,-98.12,17.22,2; 7; 15,16,13,0,0,7.3,16; 7; 4; 108,7.1,12; 13,7.3,107,0,0,0,0,7.3,164
1950,12,16,13,51,45.7,-98.61,16.81,41,1,0,6.5,41,0,0,0,0,0,0,0,0,0,0,7.4,165
1950,12,26,13,51,38.3,-98.719,15.861,0,20,0,0,0,0,0,0,0,5.8,159,0,0,0,0,5.8,164
1951,1,3,12,21,25.6,-106.193,17.106,0,15,0,0,0,0,0,0,0,6,159,0,0,0,0,6,164
1951,1,3,13,4,24.6,-105.977,17.834,0,15,0,0,0,0,0,0,0,5.9,159,0,0,0,0,5.9,164
1951,1,24,7,16,53.4,-115.119,32.622,0,6,0,0,0,0,0,0,0,0,0,0,0,6,155,6,168
1951,2,13,17,16,3,-115.773,32.868,0,6,0,0,0,0,0,0,0,0,0,0,0,4.1,155,4,168
1951,4,2,0,13,43.8,-89.948,13.238,0,55,0,0,0,0,0,0,0,6,159,0,0,0,0,6,164
1951,7,9,0,3,53.5,-96.605,15.99,0,25,0,0,0,0,0,0,0,6,159,0,0,0,0,6,164
1951,8,3,0,23,57.8,-87.427,13.044,0,15,0,0,0,0,0,0,0,6.1,159,0,0,0,0,6.1,164
1951,9,2,16,27,46.6,-117.275,32.02,0,6,0,0,0,0,0,0,0,0,0,0,0,4.7,155,4.7,168
1951,11,14,23,55,0.4,-116.106,32.797,0,6,0,0,0,0,0,0,0,0,0,0,0,4.1,155,4,168
1951,12,12,1,37,34,-96.9,16.467,40,100,89,0,0,7,89; 102,6.5,40,0,0,0,0,0,0,7.2,165
1951,12,28,9,20,26.7,-98.7,16.9,7,1,7,0,0,6.8,7; 41,7,20; 21,6.5,43,0,0,0,0,6.5,164
1952,2,17,17,28,59.5,-108.014,23.841,0,20,0,0,0,0,0,0,0,5.8,159,0,0,0,0,5.8,164
1952,3,5,15,46,10.6,-108.76,23.662,0,10,0,0,0,0,0,0,0,6.4,159,0,0,0,0,6.4,164
1952,3,16,19,59,13.2,-115.199,32.005,0,6,0,0,0,0,0,0,0,0,0,0,0,4,155,4,168
1952,4,2,18,34,53.6,-99.763,16.416,0,15,0,0,0,0,0,0,0,5.7,159,0,0,0,0,5.7,164
1952,5,14,21,11,41.2,-86.345,16.554,0,29.3,0,0,0,0,0,0,0,5.7,159,0,0,0,0,5.7,164
1952,11,7,20,55,6,-110.89,26.304,0,15,0,0,0,0,0,0,0,6.3,159,0,0,0,0,6.3,164
1953,1,13,1,57,0,-108.383,20.7,0,1,0,0,0,5.5,132,0,0,0,0,0,0,0,0,5.6,165
1953,6,14,4,17,27.3,-115.504,32.892,0,6,0,0,0,0,0,0,0,0,0,0,0,5.5,155,5.5,168
1953,7,29,18,15,41.9,-90.181,13.062,0,25,0,0,0,0,0,0,0,6,159,0,0,0,0,6,164
1953,8,24,13,21,2,-92.317,14.533,42,96,89,0,0,6.7,102,0,0,0,0,0,0,0,0,6.9,165
1953,9,30,23,4,19,-108.333,22.35,42,10,89,0,0,6.8,90,6.5,42,6.8,43,0,0,0,0,6.8,164
1953,10,13,8,53,53.8,-113.984,29.977,0,15,0,0,0,0,0,0,0,6.2,159,0,0,0,0,6.2,164
1953,10,16,9,53,0,-96.6,16,0,33,0,0,0,6,132,0,0,0,0,0,0,0,0,6,165
1953,11,17,13,29,50.9,-92.166,13.63,10; 33; 20,25,91,0,0,7.1,45,0,0,6.9,10; 91,0,0,0,0,6.9,164
1953,12,1,15,18,33,-98.867,16.383,42,1,0,0,0,6.7,102,0,0,0,0,0,0,0,0,6.9,165
1954,2,1,4,31,49.2,-114.352,32.195,0,6,0,0,0,0,0,0,0,0,0,0,0,5.7,155,5.7,168
1954,2,1,13,5,11.8,-114.012,31.719,0,6,0,0,0,0,0,0,0,0,0,0,0,5.4,155,5.4,168
1954,2,5,15,17,0,-92.5,17.5,0,100,0,0,0,6.2,132,0,0,0,0,0,0,0,0,6.2,165
1954,2,15,12,3,0,-100,16.5,0,1,0,0,0,5.7,132,0,0,0,0,0,0,0,0,5.8,165
1954,4,29,11,34,34,-113,28.5,12,10,47,0,0,6.9,12,7.2,90,6.6,43,0,0,0,0,6.6,164
1954,5,5,13,9,46,-112.5,27.5,43; 44,1,0,0,0,6.6,102,6.5,44,6.4,163,0,0,0,0,6.4,164
1954,5,13,14,46,39.8,-95.974,16.77,0,62.4,0,0,0,0,0,0,0,6.3,159,0,0,0,0,6.3,164
1954,6,4,16,1,58.6,-111.11,27.629,0,15,0,0,0,0,0,0,0,5.9,159,0,0,0,0,5.9,164
1954,6,5,1,48,0,-102.5,18,0,1,0,0,0,5.5,132,0,0,0,0,0,0,0,0,5.6,165
1954,10,17,22,57,6.1,-116.906,30.61,0,6,0,0,0,0,0,0,0,0,0,0,0,5.8,155,5.8,168
1954,10,17,22,57,23,-116.923,31.377,0,15,0,0,0,0,0,0,0,6.4,159,0,0,0,0,6.4,164
1954,11,25,20,48,56.1,-94.058,15.278,0,25,0,0,0,0,0,0,0,5.8,159,0,0,0,0,5.8,164
1955,1,7,15,38,18.7,-115.107,31.753,0,6,0,0,0,0,0,0,0,0,0,0,0,4.1,155,4,168
1955,1,20,3,48,52.8,-104.609,15.112,0,15,0,0,0,0,0,0,0,6,159,0,0,0,0,6,164
1955,2,11,2,57,0,-95,17,0,100,0,0,0,5.5,132,0,0,0,0,0,0,0,0,5.6,165
1955,3,11,9,10,0,-97.4,15.7,0,33,0,0,0,5.9,132,0,0,0,0,0,0,0,0,5.9,165
1955,4,5,15,9,15,-110,25,43; 44,1,0,0,0,6.7,89; 102,7,44,6.5,43,0,0,0,0,6.5,164
1955,4,25,10,43,8.6,-114.989,32.466,0,6,0,0,0,0,0,0,0,0,0,0,0,4.9,155,4.9,168
1955,6,14,6,11,18,-107,20,45; 46,15,47,0,0,6.4,46,0,0,6.5,91,7,45,0,0,6.5,164
1955,6,16,12,37,27.6,-112.588,25.432,0,15,0,0,0,0,0,0,0,5.7,159,0,0,0,0,5.7,164
1955,8,5,3,12,0,-106,17.5,0,1,0,0,0,5.5,132,0,0,0,0,0,0,0,0,5.6,165
1955,8,28,20,13,30,-91.783,13.8,44,70,44,0,0,6.6,89,6.8,44,0,0,0,0,0,0,6.8,165
1955,8,28,20,13,35.5,-90.94,13.671,0,44.8,0,0,0,0,0,0,0,6.7,159,0,0,0,0,6.7,164
1955,9,26,8,28,20,-92.833,15.833,44,200,44,0,0,6.9,89; 102,7,44,0,0,0,0,0,0,7.1,165
1955,9,28,18,9,40.5,-97.403,14.685,0,15,0,0,0,0,0,0,0,5.9,159,0,0,0,0,5.9,164
1955,10,25,16,34,0,-95.7,16,0,33,0,0,0,6,132,0,0,0,0,0,0,0,0,6,165
1955,12,17,6,7,31.3,-115.567,32.788,0,15,0,0,0,0,0,0,0,5.7,159,0,0,0,0,5.7,164
1956,1,6,23,32,47.1,-99.152,15.59,0,15,0,0,0,0,0,0,0,5.6,159,0,0,0,0,5.6,164
1956,2,9,14,32,39,-115.8,31.9,47,15,47,0,0,0,0,0,0,6.7,109,0,0,0,0,6.7,164
1956,2,15,2,28,38.8,-116.226,30.982,0,6,0,0,0,0,0,0,0,0,0,0,0,5.3,155,5.3,168
1956,3,10,22,1,16.1,-115.376,29.865,0,1,0,0,0,0,0,0,0,0,0,0,0,4.6,155,4.5,168
1956,4,6,23,58,48.5,-109.514,19.825,0,15,0,0,0,0,0,0,0,5.5,159,0,0,0,0,5.5,164
1956,5,24,2,27,31.1,-109.972,26.097,0,15,0,0,0,0,0,0,0,5.6,159,0,0,0,0,5.6,164
1956,7,12,4,36,17.4,-115.102,31.683,0,6,0,0,0,0,0,0,0,0,0,0,0,4.1,155,4,168
1956,7,16,0,39,42.5,-115.5,30.8,0,6,0,0,0,0,0,0,0,0,0,0,0,4.9,155,4.9,168
1956,11,9,13,6,0,-94,17,0,150,0,0,0,6.3,132,0,0,0,0,0,0,0,0,6.3,165
1956,12,28,19,21,34.9,-109.003,20.78,0,15,0,0,0,0,0,0,0,5.9,159,0,0,0,0,5.9,164
1957,2,17,15,46,49.2,-96.591,15.982,0,40,0,0,0,0,0,0,0,5.8,159,0,0,0,0,5.8,164
1957,3,21,8,44,51.4,-92.863,14.232,0,25,0,0,0,0,0,0,0,6,159,0,0,0,0,6,164
1957,4,10,5,12,5.2,-98,15.5,7,1,7,0,0,6.2,7,6.6,16,6.1,163,0,0,0,0,6.1,164
1957,4,25,22,49,9.1,-115.965,32.902,0,6,0,0,0,0,0,0,0,0,0,0,0,4.7,155,4.7,168
1957,5,15,2,11,0,-93.5,17.5,0,100,0,0,0,5.7,132,0,0,0,0,0,0,0,0,5.8,165
1957,6,22,6,19,12,-93.517,16.25,48,150,48,0,0,6.5,48,6.4,48,0,0,0,0,0,0,6.7,165
1957,7,8,15,30,0,-91,14.5,0,150,0,0,0,6,132,0,0,0,0,0,0,0,0,6,165
1957,7,21,6,4,10.2,-92.149,14.204,0,35,0,0,0,0,0,0,0,5.8,159,0,0,0,0,5.8,164
1957,7,28,8,40,7.7,-99.1,17.11,2; 7; 15,16.7,13,0,0,7.7,7; 4; 41,7.5,12; 13; 110,7.8,107,0,0,0,0,7.8,164
1957,8,3,8,25,27.9,-116,30.9,0,6,0,0,0,0,0,0,0,0,0,0,0,4.4,155,4.4,168
1957,9,12,0,28,5.8,-85.682,16.989,0,21,0,0,0,0,0,0,0,6.1,159,0,0,0,0,6.1,164
1957,10,24,21,44,32.9,-109.245,24.79,0,15,0,0,0,0,0,0,0,6.2,159,0,0,0,0,6.2,164
1957,12,7,8,24,0,-92,15.5,0,1,0,0,0,5.6,132,0,0,0,0,0,0,0,0,5.7,165
1958,1,29,10,14,0,-99,16,0,1,0,0,0,5.3,132,0,0,0,0,0,0,0,0,5.5,165
1958,4,12,11,47,5,-111,26.5,49,1,0,0,0,6.5,102,5.7,49,6.3,163,0,0,0,0,6.3,164
1958,5,28,7,47,17.4,-115.243,31.606,0,6,0,0,0,0,0,0,0,0,0,0,0,4.3,155,4.3,168
1958,6,27,5,44,33.4,-88.422,13.021,0,58.2,0,0,0,0,0,0,0,5.8,159,0,0,0,0,5.8,164
1958,7,9,15,18,15.5,-91.999,13.599,0,35,0,0,0,0,0,0,0,5.7,159,0,0,0,0,5.7,164
1958,8,18,6,0,0,-114,30.5,0,1,0,0,0,5.2,132,0,0,0,0,0,0,0,0,5.4,165
1958,8,30,18,38,24.4,-111.666,27.483,0,15,0,0,0,0,0,0,0,6,159,0,0,0,0,6,164
1958,12,1,3,21,18.4,-115.754,32.216,0,6,0,0,0,0,0,0,0,0,0,0,0,5.8,155,5.8,168
1958,12,7,17,58,4.9,-105.442,17.983,0,15,0,0,0,0,0,0,0,5.7,159,0,0,0,0,5.7,164
1959,1,24,19,42,25.3,-92.675,14.324,0,35,0,0,0,0,0,0,0,6,159,0,0,0,0,6,164
1959,2,6,8,8,0,-94.367,15.4,0,1,0,0,0,4.9,132,0,0,0,0,0,0,0,0,5.2,165
1959,2,11,13,52,0,-97.4,16.14,0,33,0,0,0,6.2,132,0,0,0,0,0,0,0,0,6.2,165
1959,2,20,18,16,22.1,-90.499,15.915,0,50,0,0,0,0,0,0,0,5.8,159,0,0,0,0,5.8,164
1959,2,26,3,3,17.8,-116.547,30.857,0,6,0,0,0,0,0,0,0,0,0,0,0,4.6,155,4.6,168
1959,3,18,12,38,0,-96.5,16,0,1,0,0,0,5,132,0,0,0,0,0,0,0,0,5.3,165
1959,4,14,2,53,0,-109.5,24,0,1,0,0,0,5.3,132,0,0,0,0,0,0,0,0,5.5,165
1959,4,27,17,45,3.8,-115.023,31.929,0,6,0,0,0,0,0,0,0,0,0,0,0,4.5,155,4.5,168
1959,4,28,11,9,44,-92.833,15.833,50,1,0,0,0,6.6,102,6.6,50,6.5,43,0,0,0,0,6.5,164
1959,5,24,19,17,42.5,-97.15,17.72,27; 28,80,27; 28,0,0,6.8,0,0,0,6.6,43,0,0,0,0,6.6,164
1959,6,14,6,13,38.9,-116.093,31.335,0,6,0,0,0,0,0,0,0,0,0,0,0,4.9,155,4.9,168
1959,6,16,12,45,0,-99.5,15.5,0,1,0,0,0,5.5,132,0,0,0,0,0,0,0,0,5.6,165
1959,7,22,4,51,33.9,-98.14,15.517,0,15,0,0,0,0,0,0,0,5.4,159,0,0,0,0,5.4,164
1959,8,26,8,25,31,-94.267,18.45,50,21,89,0,0,6.4,89,6.5,50,6.4,163,0,0,0,0,6.4,164
1960,1,1,2,34,48,-100.13,15.95,0,1,0,0,0,0,0,0,0,0,0,0,0,5.1,153,5.1,168
1960,2,13,17,13,0,-97.5,14.5,0,1,0,0,0,4.8,132,0,0,0,0,0,0,0,0,5.2,165
1960,2,22,9,57,7,-98.87,16.38,0,1,0,0,0,0,0,0,0,0,0,0,0,5,153,5,168
1960,3,1,7,20,4,-99.45,16.62,0,1,0,0,0,0,0,0,0,0,0,0,0,4.9,153,4.9,168
1960,3,2,0,10,0,-101.5,19,0,1,0,0,0,5,132,0,0,0,0,0,0,0,0,5.3,165
1960,3,6,4,11,58.5,-108.427,23.93,0,15,0,0,0,0,0,0,0,6.1,159,0,0,0,0,6.1,164
1960,3,13,11,46,0,-98.5,17,0,150,0,0,0,4.9,132,0,0,0,0,0,0,0,0,5.2,165
1960,3,27,7,26,0,-108.5,21.5,0,1,0,0,0,5,132,0,0,0,0,0,0,0,0,5.3,165
1960,3,27,7,26,56,-109,21,0,1,0,0,0,0,0,0,0,0,0,0,0,5,142,5,168
1960,3,27,20,15,0,-105.5,19.5,0,60,0,0,0,5.9,132,0,0,0,0,0,0,0,0,5.9,165
1960,3,27,20,15,37,-105.18,18.74,0,1,0,0,0,0,0,0,0,6,163,0,0,6.1,149,6,164
1960,3,29,21,9,11,-101.97,17.53,0,1,0,0,0,0,0,0,0,0,0,0,0,4.8,153,4.8,168
1960,3,31,19,56,18.9,-110.262,25.986,0,15,0,0,0,0,0,0,0,6,159,0,0,0,0,6,164
1960,4,13,12,37,39,-92.03,15.51,0,1,0,0,0,0,0,0,0,0,0,0,0,6,149,6.1,168
